book_id,goodreads_book_id,title,authors,original_publication_year,tags
2137,21965107,The Children Act,Ian McEwan,2014.0,to-read favorites fiction books-i-own owned audiobook novels british library read-in-2015 kindle to-buy read-in-2014 contemporary england british-literature read-2015 book-club adult-fiction literature literary-fiction bookclub contemporary-fiction religion
2138,7023554,"Sizzling Sixteen (Stephanie Plum, #16)",Janet Evanovich,2009.0,to-read favorites currently-reading fiction books-i-own owned series default audiobook audiobooks mystery library audio kindle romance contemporary humor comedy humour funny adult adult-fiction humorous crime suspense mystery-thriller mysteries chick-lit janet-evanovich stephanie-plum evanovich stephanie-plum-series evanovich-janet plum read-in-2010
2139,22543496,Elon Musk: Inventing the Future,Ashlee Vance,2015.0,to-read favorites currently-reading owned audiobook audiobooks kindle to-buy science audible nonfiction non-fiction biography business technology tech entrepreneurship leadership biographies bio
2140,12591698,"Caliban's War (The Expanse, #2)",James S.A. Corey,2012.0,to-read favorites currently-reading fiction owned series adventure sci-fi-fantasy audiobook audiobooks library audio kindle ebook sci-fi science-fiction scifi sf space audible space-opera the-expanse expanse
2141,13454149,"Barely Breathing (Breathing, #2)",Rebecca Donovan,2012.0,to-read favorites currently-reading young-adult fiction books-i-own owned ya series favourites favorite kindle romance contemporary drama high-school read-in-2012 abuse contemporary-romance new-adult rebecca-donovan
2142,1375,The Iliad/The Odyssey,"Homer, Robert Fagles, Bernard Knox",-762.0,fantasy favorites fiction books-i-own owned default classics classic literature history mythology historical-fiction poetry
2143,16992,Kingdom Come,"Mark Waid, Alex Ross, Elliot S. Maggin",1996.0,to-read fantasy favorites currently-reading fiction owned graphic-novels graphic-novel comics superheroes cómics comics-graphic-novels comic-books graphic-novels-comics comic superhero dc còmics dc-comics batman
2144,6882,Papillon,Henri Charrière,1969.0,currently-reading fiction books-i-own owned adventure history nonfiction non-fiction memoir biography autobiography french crime
2145,56373,Tipping the Velvet,Sarah Waters,1998.0,to-read favorites currently-reading fiction books-i-own owned favourites novels british library romance to-buy contemporary england adult 1001-books adult-fiction 1001 1001-books-to-read-before-you-die historical historical-fiction victorian lgbt lgbtq glbt queer lgbtqia vaginal-fantasy lesbian lesbian-fiction
2146,11607446,"The Wishing Spell (The Land of Stories, #1)","Chris Colfer, Brandon Dorman",2012.0,to-read fantasy currently-reading young-adult fiction books-i-own owned ya series favourites magic childrens owned-books adventure children children-s my-books audiobook children-s-books kids middle-grade audiobooks audio juvenile to-buy kids-books fairy-tale retellings the-land-of-stories land-of-stories
2147,2586771,The 19th Wife,David Ebershoff,2008.0,to-read currently-reading books-i-own owned audiobooks adult history historical historical-fiction bookclub mormonism
2148,44184,Monster,Walter Dean Myers,1999.0,to-read favorites currently-reading young-adult fiction books-i-own owned ya audiobook teen mystery ya-fiction young-adult-fiction contemporary ya-books ya-lit realistic-fiction school for-school realistic african-american crime multicultural printz english-420 engl-420 printz-award
2149,9814682,"A Song of Ice and Fire (A Song of Ice and Fire, #1-4)",George R.R. Martin,2011.0,to-read fantasy favorites currently-reading fiction owned kindle
2150,132336,"Body of Evidence (Kay Scarpetta, #2)",Patricia Cornwell,1991.0,to-read favorites currently-reading fiction books-i-own owned series default mystery crime thriller suspense mystery-thriller mysteries mystery-suspense thrillers murder-mystery crime-fiction patricia-cornwell kay-scarpetta cornwell scarpetta
2151,16148398,Saga #1,"Brian K. Vaughan, Fiona Staples",2012.0,to-read fantasy favorites currently-reading fiction sci-fi science-fiction graphic-novels graphic-novel comics cómics comics-graphic-novels comic còmics
2152,1651302,"Perfect (Pretty Little Liars, #3)",Sara Shepard,2007.0,to-read favorites currently-reading young-adult fiction books-i-own owned ya series owned-books my-books i-own teen mystery library read-in-2015 kindle romance ebook contemporary read-in-2011 ebooks realistic-fiction drama thriller chick-lit pretty-little-liars pll sara-shepard pretty-little-liars-series
2153,15717876,"The Secret of Ella and Micha (The Secret, #1)",Jessica Sorensen,2012.0,to-read favorites young-adult fiction books-i-own owned ya series favourites kindle romance ebook contemporary read-in-2013 ebooks music chick-lit read-in-2012 college contemporary-romance read-2013 new-adult friends-to-lovers college-romance jessica-sorensen na
2154,9533378,"Hounded (The Iron Druid Chronicles, #1)",Kevin Hearne,2011.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned series magic adventure sci-fi-fantasy default audiobook fantasy-sci-fi audiobooks paranormal witches urban-fantasy supernatural library audio kindle to-buy ebook contemporary audio-books action read-in-2013 werewolves humor adult wish-list audible ebooks audio-book mythology read-in-2012 modern-fantasy gods first-in-series maybe vampires vampire shapeshifters urban demons fae fantasy-urban kevin-hearne iron-druid druids iron-druid-chronicles
2155,22076,From a Buick 8,Stephen King,2002.0,to-read favorites currently-reading books-i-own owned supernatural mystery science-fiction horror thriller king stephen-king
2156,77507,"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,1993.0,to-read favorites currently-reading fiction books-i-own owned series sci-fi-fantasy default library scifi-fantasy kindle ebook sci-fi science-fiction scifi sf space science speculative-fiction abandoned space-opera mars
2157,286957,The Yellow Wall-Paper,"Charlotte Perkins Gilman, Elaine Hedges",1892.0,to-read favorites currently-reading books-i-own owned favourites classics read-in-2016 kindle ebook classic adult 1001-books 1001 literature ebooks school read-for-school for-school historical-fiction literary-fiction 19th-century american american-literature horror gothic short-stories psychology women mental-health feminism short-story mental-illness feminist
2158,17136,The Time Machine/The Invisible Man,"H.G. Wells, Alfred MacAdam",1968.0,to-read fantasy favorites currently-reading owned classics classic
2159,628139,"Sea Swept (Chesapeake Bay Saga, #1)",Nora Roberts,1998.0,to-read favorites currently-reading fiction books-i-own owned series default romance contemporary chick-lit contemporary-romance nora-roberts roberts-nora nora romance-contemporary
2160,12499290,"The Blinding Knife (Lightbringer, #2)",Brent Weeks,2012.0,to-read fantasy favorites currently-reading fiction books-i-own owned series favourites magic kindle epic-fantasy high-fantasy brent-weeks lightbringer
2161,18189606,Since You've Been Gone,Morgan Matson,2014.0,to-read favorites currently-reading young-adult fiction books-i-own owned ya favourites owned-books my-books i-own 5-stars favorite-books favorite audiobooks teen english read-in-2016 mystery ya-fiction library read-in-2015 kindle romance to-buy read-in-2014 ebook contemporary read-in-english coming-of-age read-in-2017 on-my-shelf read-2016 friendship read-2015 wish-list ebooks dnf tbr realistic-fiction realistic 4-stars chick-lit stand-alone contemporary-romance maybe ya-contemporary read-2014 summer 2016-reads tbr-pile stand-alones 2014-reads on-my-bookshelf standalone ya-romance summer-reads 2015-reads contemporary-ya cover-love standalones 2014-releases
2162,7907803,An Object of Beauty,Steve Martin,2010.0,to-read favorites currently-reading fiction books-i-own owned novels contemporary book-club art
2163,174703,What to Expect When You're Expecting,"Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway",1969.0,to-read currently-reading books-i-own owned nonfiction non-fiction reference parenting baby self-help health pregnancy
2164,127823,"The Icebound Land (Ranger's Apprentice, #3)",John Flanagan,2005.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned ya series childrens adventure default middle-grade teen action rangers-apprentice ranger-s-apprentice john-flanagan
2165,165030,"Anybody Out There? (Walsh Family, #4)",Marian Keyes,2006.0,to-read favorites currently-reading fiction books-i-own owned romance contemporary chick-lit chicklit chic-lit marian-keyes
2167,28260587,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,2016.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned ya series favourites magic owned-books adventure all-time-favorites my-books i-own audiobook 5-stars favorite-books favorite audiobooks paranormal ya-fantasy teen witches read-in-2016 supernatural library faves favorite-series made-me-cry kindle romance to-buy all-time-favourites ebook read-in-2017 on-my-shelf favs action read-2016 dragons wish-list ebooks dnf epic-fantasy high-fantasy war tbr fairies faeries read-2017 reviewed 2016-reads shapeshifters demons fae royalty 2017-reads kick-ass-heroine new-adult assassins assassin unfinished-series book-boyfriends 2016-books throne-of-glass series-to-finish 2016-read sarah-j-maas 2016-releases 2016-release 2016-favorites to-be-released
2168,169848,"A Christmas Carol, The Chimes and The Cricket on the Hearth","Charles Dickens, Katharine Kroeber Wiley",1843.0,to-read favorites fiction classic
2169,26025580,The Grownup,Gillian Flynn,2014.0,to-read favorites currently-reading fiction books-i-own owned owned-books audiobook audiobooks read-in-2016 mystery library audio read-in-2015 kindle ebook contemporary read-in-2017 audio-books read-2016 read-2015 adult adult-fiction ebooks horror crime thriller suspense mystery-thriller short-stories novella short-story read-2017 2016-reads 2016-reading-challenge 2017-reads gillian-flynn botm book-of-the-month
2170,16790,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,1998.0,to-read fantasy favorites currently-reading fiction books-i-own owned favourites owned-books sci-fi-fantasy default fantasy-sci-fi urban-fantasy supernatural library scifi-fantasy kindle to-buy ebook sci-fi science-fiction poetry horror short-stories short-story neil-gaiman gaiman anthology short-story-collections stories short-fiction anthologies short-story-collection
2171,12820793,"The Oath of the Vayuputras (Shiva Trilogy, #3)",Amish Tripathi,2013.0,to-read owned indian indian-authors
2172,4985,Welcome to the Monkey House,Kurt Vonnegut Jr.,1968.0,to-read favorites currently-reading fiction books-i-own owned classics kindle sci-fi science-fiction humor satire literature american short-stories short-story vonnegut kurt-vonnegut
2173,16141924,Dad Is Fat,Jim Gaffigan,2013.0,to-read favorites currently-reading audiobook audiobooks library audio read-in-2015 kindle read-in-2014 audio-books read-in-2013 humor comedy humour funny adult book-club audio-book nonfiction non-fiction essays memoir memoirs biography autobiography parenting biography-memoir
